 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.104,0.000,0.200,0.254,0.149,0.069,0.228,0.123,0.115,0.000
model.000.01.pdb,0.667,0.127,0.714,0.081,0.804,0.122,0.169,0.100,0.644,0.158
model.000.02.pdb,0.023,0.000,0.108,0.692,0.046,0.596,0.000,0.600,0.000,0.000
model.000.03.pdb,0.089,0.000,0.071,0.000,0.113,0.023,0.547,0.033,0.111,0.000
model.000.04.pdb,0.688,0.340,0.491,0.038,0.585,0.077,0.100,0.085,0.596,0.367
model.000.05.pdb,0.490,0.122,0.604,0.141,0.583,0.152,0.062,0.125,0.457,0.180
model.000.06.pdb,0.103,0.000,0.098,0.000,0.127,0.011,0.608,0.022,0.127,0.014
model.000.07.pdb,0.000,0.022,0.000,0.032,0.000,0.097,0.109,0.074,0.000,0.020
model.000.08.pdb,0.000,0.000,0.000,0.013,0.013,0.039,0.327,0.024,0.000,0.000
model.000.09.pdb,0.314,0.581,0.127,0.000,0.167,0.000,0.086,0.000,0.245,0.606
