 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.861,0.197,0.191,0.179,0.072,0.119,0.179,0.000,0.061,0.000
model.000.01.pdb,0.000,0.449,0.013,0.013,0.756,0.488,0.027,0.000,0.000,0.487
model.000.02.pdb,0.183,0.047,0.782,0.032,0.022,0.092,0.011,0.136,0.048,0.000
model.000.03.pdb,0.162,0.090,0.011,0.857,0.049,0.026,0.717,0.207,0.464,0.043
model.000.04.pdb,0.000,0.218,0.014,0.000,0.417,0.250,0.014,0.000,0.000,0.500
model.000.05.pdb,0.194,0.089,0.044,0.614,0.061,0.026,0.643,0.127,0.407,0.028
model.000.06.pdb,0.062,0.011,0.471,0.101,0.011,0.012,0.077,0.167,0.127,0.000
model.000.07.pdb,0.234,0.809,0.081,0.138,0.509,0.660,0.167,0.000,0.012,0.143
model.000.08.pdb,0.395,0.467,0.104,0.108,0.241,0.341,0.125,0.000,0.000,0.019
model.000.09.pdb,0.161,0.054,0.720,0.000,0.039,0.092,0.000,0.086,0.027,0.000
