 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.119,0.000,0.215,0.230,0.164,0.054,0.224,0.092,0.131,0.000
model.000.01.pdb,0.659,0.410,0.375,0.028,0.434,0.070,0.078,0.052,0.558,0.439
model.000.02.pdb,0.022,0.000,0.116,0.614,0.056,0.557,0.000,0.587,0.000,0.013
model.000.03.pdb,0.087,0.000,0.083,0.000,0.111,0.011,0.627,0.033,0.110,0.014
model.000.04.pdb,0.327,0.645,0.197,0.045,0.220,0.091,0.032,0.085,0.260,0.719
model.000.05.pdb,0.100,0.000,0.095,0.048,0.110,0.022,0.527,0.055,0.108,0.000
model.000.06.pdb,0.011,0.000,0.032,0.324,0.021,0.470,0.011,0.417,0.011,0.000
model.000.07.pdb,0.611,0.095,0.685,0.101,0.800,0.111,0.239,0.105,0.620,0.123
model.000.08.pdb,0.308,0.042,0.440,0.115,0.392,0.092,0.164,0.056,0.319,0.059
model.000.09.pdb,0.039,0.000,0.120,0.702,0.051,0.596,0.000,0.517,0.014,0.000
