 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.000,0.557,0.069,0.072,0.064,0.438,0.067,0.559,0.053,0.444
model.000.01.pdb,0.203,0.071,0.760,0.012,0.667,0.031,0.667,0.135,0.709,0.042
model.000.02.pdb,0.012,0.593,0.037,0.039,0.058,0.412,0.049,0.516,0.047,0.418
model.000.03.pdb,0.030,0.095,0.264,0.000,0.104,0.053,0.095,0.111,0.177,0.054
model.000.04.pdb,0.067,0.366,0.022,0.213,0.052,0.698,0.043,0.521,0.052,0.683
model.000.05.pdb,0.000,0.111,0.308,0.000,0.415,0.053,0.458,0.209,0.451,0.068
model.000.06.pdb,0.209,0.051,0.633,0.000,0.673,0.045,0.708,0.120,0.686,0.034
model.000.07.pdb,0.083,0.082,0.540,0.000,0.448,0.047,0.463,0.154,0.566,0.035
model.000.08.pdb,0.224,0.078,0.688,0.000,0.660,0.045,0.729,0.119,0.706,0.034
model.000.09.pdb,0.043,0.540,0.033,0.071,0.085,0.390,0.078,0.565,0.086,0.472
