 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,1.000,0.053,0.667,0.200,0.472,0.097,0.046,0.128,0.057,0.582
model.000.01.pdb,0.053,1.000,0.047,0.177,0.041,0.345,0.755,0.509,0.776,0.063
model.000.02.pdb,0.667,0.047,1.000,0.150,0.386,0.061,0.051,0.068,0.051,0.672
model.000.03.pdb,0.200,0.177,0.150,1.000,0.039,0.233,0.140,0.378,0.138,0.127
model.000.04.pdb,0.472,0.041,0.386,0.039,1.000,0.066,0.045,0.047,0.033,0.479
model.000.05.pdb,0.097,0.345,0.061,0.233,0.066,1.000,0.375,0.537,0.314,0.125
model.000.06.pdb,0.046,0.755,0.051,0.140,0.045,0.375,1.000,0.471,0.756,0.045
model.000.07.pdb,0.128,0.509,0.068,0.378,0.047,0.537,0.471,1.000,0.490,0.098
model.000.08.pdb,0.057,0.776,0.051,0.138,0.033,0.314,0.756,0.490,1.000,0.056
model.000.09.pdb,0.582,0.063,0.672,0.127,0.479,0.125,0.045,0.098,0.056,1.000
