 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,1.000,0.012,0.221,0.145,0.169,0.067,0.164,0.011,0.203,0.068
model.000.01.pdb,0.012,1.000,0.037,0.039,0.110,0.391,0.117,0.540,0.098,0.418
model.000.02.pdb,0.221,0.037,1.000,0.013,0.534,0.022,0.556,0.080,0.600,0.022
model.000.03.pdb,0.145,0.039,0.013,1.000,0.049,0.200,0.013,0.046,0.000,0.187
model.000.04.pdb,0.169,0.110,0.534,0.049,1.000,0.052,0.784,0.159,0.696,0.064
model.000.05.pdb,0.067,0.391,0.022,0.200,0.052,1.000,0.043,0.486,0.042,0.721
model.000.06.pdb,0.164,0.117,0.556,0.013,0.784,0.043,1.000,0.169,0.731,0.056
model.000.07.pdb,0.011,0.540,0.080,0.046,0.159,0.486,0.169,1.000,0.161,0.559
model.000.08.pdb,0.203,0.098,0.600,0.000,0.696,0.042,0.731,0.161,1.000,0.053
model.000.09.pdb,0.068,0.418,0.022,0.187,0.064,0.721,0.056,0.559,0.053,1.000
