 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.145,0.644,0.000,0.026,0.000,0.025,0.024,0.062,0.026,0.217
model.000.01.pdb,0.500,0.104,0.308,0.138,0.259,0.000,0.194,0.622,0.789,0.000
model.000.02.pdb,0.100,0.012,0.556,0.388,0.273,0.358,0.689,0.136,0.148,0.028
model.000.03.pdb,0.085,0.523,0.012,0.053,0.000,0.120,0.023,0.012,0.012,0.387
model.000.04.pdb,0.179,0.500,0.012,0.012,0.118,0.000,0.000,0.125,0.118,0.141
model.000.05.pdb,0.239,0.069,0.310,0.510,0.041,0.219,0.206,0.157,0.169,0.053
model.000.06.pdb,0.110,0.213,0.000,0.000,0.213,0.013,0.026,0.097,0.104,0.164
model.000.07.pdb,0.235,0.593,0.000,0.014,0.027,0.000,0.000,0.171,0.116,0.125
model.000.08.pdb,0.308,0.067,0.300,0.462,0.054,0.143,0.183,0.239,0.219,0.025
model.000.09.pdb,0.121,0.012,0.558,0.354,0.314,0.278,0.659,0.161,0.175,0.000
