 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.852,0.044,0.750,0.194,0.457,0.119,0.061,0.135,0.048,0.645
model.000.01.pdb,0.066,0.804,0.048,0.109,0.053,0.358,0.714,0.446,0.735,0.076
model.000.02.pdb,0.081,0.796,0.063,0.117,0.056,0.360,0.818,0.481,0.723,0.067
model.000.03.pdb,0.471,0.043,0.382,0.041,0.944,0.068,0.047,0.048,0.034,0.479
model.000.04.pdb,0.329,0.000,0.275,0.044,0.414,0.014,0.000,0.013,0.000,0.303
model.000.05.pdb,0.035,0.694,0.026,0.127,0.011,0.235,0.705,0.412,0.767,0.000
model.000.06.pdb,0.118,0.455,0.070,0.475,0.036,0.500,0.385,0.816,0.431,0.101
model.000.07.pdb,0.215,0.156,0.186,0.893,0.052,0.227,0.138,0.340,0.117,0.157
model.000.08.pdb,0.097,0.156,0.094,0.325,0.013,0.059,0.100,0.212,0.136,0.052
model.000.09.pdb,0.700,0.054,0.788,0.134,0.486,0.069,0.060,0.075,0.059,0.733
