 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.072,0.304,0.023,0.235,0.033,0.724,0.023,0.423,0.022,0.650
model.000.01.pdb,0.305,0.068,0.188,0.000,0.078,0.023,0.099,0.035,0.188,0.024
model.000.02.pdb,0.215,0.026,0.696,0.028,0.667,0.011,0.600,0.083,0.615,0.011
model.000.03.pdb,0.034,0.296,0.023,0.284,0.032,0.545,0.022,0.431,0.032,0.554
model.000.04.pdb,0.068,0.397,0.022,0.085,0.010,0.419,0.000,0.395,0.021,0.425
model.000.05.pdb,0.491,0.024,0.235,0.231,0.213,0.091,0.178,0.032,0.184,0.092
model.000.06.pdb,0.025,0.500,0.065,0.000,0.072,0.253,0.063,0.397,0.086,0.292
model.000.07.pdb,0.117,0.243,0.000,0.174,0.000,0.516,0.000,0.307,0.000,0.524
model.000.08.pdb,0.642,0.011,0.229,0.262,0.177,0.101,0.173,0.010,0.179,0.102
model.000.09.pdb,0.206,0.041,0.744,0.029,0.547,0.024,0.540,0.086,0.558,0.024
