 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.026,0.191,0.419,0.190,0.577,0.286,0.000,0.000,0.026,0.060,0.121,0.250,0.349,0.250
model.000.01.pdb,0.026,1.000,0.000,0.048,0.175,0.080,0.076,0.490,0.551,0.305,0.207,0.177,0.113,0.063,0.088
model.000.02.pdb,0.191,0.000,1.000,0.290,0.152,0.169,0.123,0.042,0.026,0.000,0.125,0.119,0.157,0.344,0.152
model.000.03.pdb,0.419,0.048,0.290,1.000,0.456,0.607,0.481,0.079,0.062,0.000,0.317,0.439,0.600,0.722,0.627
model.000.04.pdb,0.190,0.175,0.152,0.456,1.000,0.375,0.489,0.211,0.200,0.000,0.571,0.725,0.596,0.509,0.667
model.000.05.pdb,0.577,0.080,0.169,0.607,0.375,1.000,0.542,0.070,0.039,0.000,0.217,0.310,0.439,0.526,0.481
model.000.06.pdb,0.286,0.076,0.123,0.481,0.489,0.542,1.000,0.065,0.078,0.000,0.286,0.435,0.600,0.540,0.634
model.000.07.pdb,0.000,0.490,0.042,0.079,0.211,0.070,0.065,1.000,0.614,0.220,0.354,0.193,0.121,0.097,0.150
model.000.08.pdb,0.000,0.551,0.026,0.062,0.200,0.039,0.078,0.614,1.000,0.250,0.259,0.164,0.100,0.093,0.125
model.000.09.pdb,0.026,0.305,0.000,0.000,0.000,0.000,0.000,0.220,0.250,1.000,0.015,0.000,0.000,0.000,0.000
model.000.10.pdb,0.060,0.207,0.125,0.317,0.571,0.217,0.286,0.354,0.259,0.015,1.000,0.625,0.392,0.310,0.467
model.000.11.pdb,0.121,0.177,0.119,0.439,0.725,0.310,0.435,0.193,0.164,0.000,0.625,1.000,0.644,0.436,0.643
model.000.12.pdb,0.250,0.113,0.157,0.600,0.596,0.439,0.600,0.121,0.100,0.000,0.392,0.644,1.000,0.604,0.786
model.000.13.pdb,0.349,0.063,0.344,0.722,0.509,0.526,0.540,0.097,0.093,0.000,0.310,0.436,0.604,1.000,0.633
model.000.14.pdb,0.250,0.088,0.152,0.627,0.667,0.481,0.634,0.150,0.125,0.000,0.467,0.643,0.786,0.633,1.000
