 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.310,0.094,0.634,0.312,0.264,0.409,0.129,0.540,0.200,0.340,0.000,0.000,0.129,0.347,0.015
model.000.01.pdb,0.000,0.109,0.172,0.000,0.000,0.016,0.000,0.279,0.000,0.016,0.135,0.046,0.000,0.426,0.000
model.000.02.pdb,0.135,0.644,0.246,0.117,0.092,0.082,0.072,0.286,0.049,0.196,0.000,0.127,0.072,0.094,0.183
model.000.03.pdb,0.302,0.091,0.157,0.510,0.620,0.462,0.615,0.138,0.510,0.375,0.000,0.038,0.615,0.081,0.125
model.000.04.pdb,0.386,0.288,0.587,0.500,0.404,0.545,0.226,0.509,0.269,0.568,0.000,0.000,0.152,0.200,0.074
model.000.05.pdb,0.228,0.104,0.079,0.368,0.519,0.328,0.604,0.082,0.471,0.279,0.000,0.079,0.635,0.052,0.242
model.000.06.pdb,0.176,0.744,0.241,0.133,0.108,0.098,0.056,0.262,0.032,0.214,0.000,0.180,0.071,0.060,0.220
model.000.07.pdb,0.208,0.179,0.056,0.200,0.288,0.203,0.491,0.075,0.232,0.241,0.000,0.101,0.580,0.000,0.407
model.000.08.pdb,0.314,0.242,0.646,0.339,0.295,0.370,0.155,0.679,0.180,0.389,0.000,0.000,0.123,0.368,0.026
model.000.09.pdb,0.275,0.231,0.604,0.327,0.283,0.358,0.143,0.642,0.167,0.377,0.000,0.013,0.111,0.357,0.013
model.000.10.pdb,0.222,0.141,0.625,0.254,0.238,0.352,0.125,0.544,0.203,0.276,0.000,0.013,0.110,0.400,0.000
model.000.11.pdb,0.383,0.111,0.167,0.622,0.711,0.532,0.600,0.176,0.628,0.460,0.000,0.000,0.600,0.101,0.116
model.000.12.pdb,0.015,0.367,0.197,0.014,0.013,0.014,0.000,0.236,0.000,0.056,0.045,0.234,0.012,0.182,0.097
model.000.13.pdb,0.231,0.295,0.727,0.241,0.206,0.291,0.082,0.686,0.113,0.333,0.000,0.027,0.082,0.339,0.041
model.000.14.pdb,0.250,0.067,0.100,0.404,0.540,0.358,0.600,0.087,0.489,0.304,0.000,0.041,0.600,0.070,0.132
