 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.310,0.000,0.135,0.302,0.386,0.228,0.176,0.208,0.314,0.275,0.222,0.383,0.015,0.231,0.250
model.000.01.pdb,0.094,0.109,0.644,0.091,0.288,0.104,0.744,0.179,0.242,0.231,0.141,0.111,0.367,0.295,0.067
model.000.02.pdb,0.634,0.172,0.246,0.157,0.587,0.079,0.241,0.056,0.646,0.604,0.625,0.167,0.197,0.727,0.100
model.000.03.pdb,0.312,0.000,0.117,0.510,0.500,0.368,0.133,0.200,0.339,0.327,0.254,0.622,0.014,0.241,0.404
model.000.04.pdb,0.264,0.000,0.092,0.620,0.404,0.519,0.108,0.288,0.295,0.283,0.238,0.711,0.013,0.206,0.540
model.000.05.pdb,0.409,0.016,0.082,0.462,0.545,0.328,0.098,0.203,0.370,0.358,0.352,0.532,0.014,0.291,0.358
model.000.06.pdb,0.129,0.000,0.072,0.615,0.226,0.604,0.056,0.491,0.155,0.143,0.125,0.600,0.000,0.082,0.600
model.000.07.pdb,0.540,0.279,0.286,0.138,0.509,0.082,0.262,0.075,0.679,0.642,0.544,0.176,0.236,0.686,0.087
model.000.08.pdb,0.200,0.000,0.049,0.510,0.269,0.471,0.032,0.232,0.180,0.167,0.203,0.628,0.000,0.113,0.489
model.000.09.pdb,0.340,0.016,0.196,0.375,0.568,0.279,0.214,0.241,0.389,0.377,0.276,0.460,0.056,0.333,0.304
model.000.10.pdb,0.000,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000
model.000.11.pdb,0.000,0.046,0.127,0.038,0.000,0.079,0.180,0.101,0.000,0.013,0.013,0.000,0.234,0.027,0.041
model.000.12.pdb,0.129,0.000,0.072,0.615,0.152,0.635,0.071,0.580,0.123,0.111,0.110,0.600,0.012,0.082,0.600
model.000.13.pdb,0.347,0.426,0.094,0.081,0.200,0.052,0.060,0.000,0.368,0.357,0.400,0.101,0.182,0.339,0.070
model.000.14.pdb,0.015,0.000,0.183,0.125,0.074,0.242,0.220,0.407,0.026,0.013,0.000,0.116,0.097,0.041,0.132
