 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.014,0.556,0.194,0.587,0.426,0.463,0.167,0.302,0.185,0.194,0.118,0.154,0.000,0.622
model.000.01.pdb,0.014,1.000,0.000,0.000,0.000,0.062,0.026,0.000,0.000,0.000,0.293,0.069,0.000,0.159,0.000
model.000.02.pdb,0.556,0.000,1.000,0.207,0.816,0.340,0.596,0.200,0.161,0.217,0.129,0.241,0.203,0.000,0.683
model.000.03.pdb,0.194,0.000,0.207,1.000,0.177,0.031,0.274,0.795,0.468,0.791,0.000,0.134,0.786,0.000,0.237
model.000.04.pdb,0.587,0.000,0.816,0.177,1.000,0.467,0.625,0.169,0.153,0.188,0.217,0.210,0.175,0.000,0.756
model.000.05.pdb,0.426,0.062,0.340,0.031,0.467,1.000,0.309,0.033,0.127,0.045,0.426,0.062,0.030,0.000,0.404
model.000.06.pdb,0.463,0.026,0.596,0.274,0.625,0.309,1.000,0.293,0.156,0.281,0.162,0.286,0.290,0.000,0.625
model.000.07.pdb,0.167,0.000,0.200,0.795,0.169,0.033,0.293,1.000,0.413,0.738,0.000,0.143,0.732,0.000,0.232
model.000.08.pdb,0.302,0.000,0.161,0.468,0.153,0.127,0.156,0.413,1.000,0.440,0.030,0.014,0.346,0.000,0.236
model.000.09.pdb,0.185,0.000,0.217,0.791,0.188,0.045,0.281,0.738,0.440,1.000,0.000,0.097,0.733,0.000,0.246
model.000.10.pdb,0.194,0.293,0.129,0.000,0.217,0.426,0.162,0.000,0.030,0.000,1.000,0.056,0.000,0.059,0.197
model.000.11.pdb,0.118,0.069,0.241,0.134,0.210,0.062,0.286,0.143,0.014,0.097,0.056,1.000,0.185,0.000,0.172
model.000.12.pdb,0.154,0.000,0.203,0.786,0.175,0.030,0.290,0.732,0.346,0.733,0.000,0.185,1.000,0.000,0.233
model.000.13.pdb,0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,0.000,0.000,1.000,0.000
model.000.14.pdb,0.622,0.000,0.683,0.237,0.756,0.404,0.625,0.232,0.236,0.246,0.197,0.172,0.233,0.000,1.000
