 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.217,0.277,0.491,0.043,0.172,0.141,0.254,0.145,0.130,0.350,0.532,0.375,0.075,0.415
model.000.01.pdb,0.217,1.000,0.096,0.274,0.255,0.161,0.458,0.092,0.111,0.389,0.322,0.408,0.033,0.211,0.091
model.000.02.pdb,0.277,0.096,1.000,0.171,0.013,0.000,0.013,0.653,0.373,0.012,0.100,0.145,0.123,0.197,0.640
model.000.03.pdb,0.491,0.274,0.171,1.000,0.083,0.423,0.295,0.127,0.045,0.377,0.740,0.418,0.358,0.026,0.209
model.000.04.pdb,0.043,0.255,0.013,0.083,1.000,0.103,0.353,0.014,0.017,0.276,0.085,0.062,0.000,0.062,0.000
model.000.05.pdb,0.172,0.161,0.000,0.423,0.103,1.000,0.275,0.000,0.000,0.556,0.490,0.208,0.234,0.000,0.015
model.000.06.pdb,0.141,0.458,0.013,0.295,0.353,0.275,1.000,0.029,0.053,0.531,0.345,0.232,0.105,0.113,0.000
model.000.07.pdb,0.254,0.092,0.653,0.127,0.014,0.000,0.029,1.000,0.564,0.013,0.053,0.111,0.103,0.250,0.587
model.000.08.pdb,0.145,0.111,0.373,0.045,0.017,0.000,0.053,0.564,1.000,0.016,0.046,0.093,0.019,0.405,0.292
model.000.09.pdb,0.130,0.389,0.012,0.377,0.276,0.556,0.531,0.013,0.016,1.000,0.482,0.194,0.133,0.057,0.013
model.000.10.pdb,0.350,0.322,0.100,0.740,0.085,0.490,0.345,0.053,0.046,0.482,1.000,0.426,0.291,0.041,0.111
model.000.11.pdb,0.532,0.408,0.145,0.418,0.062,0.208,0.232,0.111,0.093,0.194,0.426,1.000,0.265,0.153,0.183
model.000.12.pdb,0.375,0.033,0.123,0.358,0.000,0.234,0.105,0.103,0.019,0.133,0.291,0.265,1.000,0.000,0.204
model.000.13.pdb,0.075,0.211,0.197,0.026,0.062,0.000,0.113,0.250,0.405,0.057,0.041,0.153,0.000,1.000,0.092
model.000.14.pdb,0.415,0.091,0.640,0.209,0.000,0.015,0.000,0.587,0.292,0.013,0.111,0.183,0.204,0.092,1.000
