 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.381,0.090,0.489,0.347,0.346,0.477,0.177,0.429,0.312,0.375,0.000,0.000,0.177,0.302,0.000
model.000.01.pdb,0.378,0.222,0.609,0.373,0.345,0.408,0.185,0.556,0.218,0.522,0.000,0.000,0.149,0.281,0.042
model.000.02.pdb,0.395,0.230,0.500,0.581,0.469,0.595,0.271,0.414,0.327,0.545,0.000,0.000,0.190,0.183,0.029
model.000.03.pdb,0.133,0.000,0.235,0.229,0.212,0.234,0.158,0.177,0.333,0.113,0.000,0.000,0.158,0.240,0.000
model.000.04.pdb,0.288,0.152,0.128,0.424,0.517,0.383,0.685,0.140,0.446,0.333,0.000,0.060,0.685,0.074,0.239
model.000.05.pdb,0.372,0.138,0.578,0.457,0.365,0.535,0.194,0.500,0.280,0.457,0.000,0.000,0.138,0.296,0.014
model.000.06.pdb,0.310,0.061,0.457,0.465,0.367,0.512,0.207,0.351,0.395,0.312,0.000,0.000,0.207,0.269,0.000
model.000.07.pdb,0.137,0.237,0.029,0.100,0.148,0.121,0.327,0.053,0.105,0.158,0.000,0.148,0.404,0.000,0.522
model.000.08.pdb,0.000,0.141,0.228,0.000,0.000,0.032,0.000,0.333,0.000,0.031,0.109,0.045,0.000,0.468,0.000
model.000.09.pdb,0.210,0.139,0.087,0.317,0.426,0.262,0.579,0.090,0.404,0.239,0.000,0.087,0.636,0.062,0.318
model.000.10.pdb,0.000,0.156,0.145,0.000,0.000,0.015,0.000,0.227,0.000,0.015,0.127,0.127,0.000,0.273,0.000
model.000.11.pdb,0.000,0.087,0.200,0.015,0.014,0.047,0.000,0.281,0.000,0.046,0.212,0.014,0.000,0.340,0.000
model.000.12.pdb,0.233,0.172,0.048,0.220,0.275,0.224,0.478,0.071,0.208,0.245,0.000,0.032,0.478,0.000,0.300
model.000.13.pdb,0.245,0.141,0.083,0.396,0.529,0.352,0.688,0.086,0.479,0.298,0.000,0.054,0.723,0.055,0.258
model.000.14.pdb,0.429,0.190,0.532,0.511,0.469,0.595,0.271,0.464,0.300,0.659,0.000,0.000,0.210,0.183,0.043
