 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.478,0.404,0.326,0.188,0.711,0.649,0.049,0.103,0.125,0.048,0.100,0.093,0.161,0.535
model.000.01.pdb,0.478,1.000,0.591,0.130,0.162,0.533,0.354,0.046,0.236,0.118,0.150,0.207,0.105,0.152,0.667
model.000.02.pdb,0.404,0.591,1.000,0.180,0.254,0.558,0.465,0.048,0.119,0.186,0.081,0.133,0.089,0.213,0.659
model.000.03.pdb,0.326,0.130,0.180,1.000,0.172,0.318,0.459,0.000,0.036,0.175,0.018,0.073,0.000,0.140,0.180
model.000.04.pdb,0.188,0.162,0.254,0.172,1.000,0.186,0.234,0.367,0.000,0.707,0.000,0.000,0.481,0.731,0.235
model.000.05.pdb,0.711,0.533,0.558,0.318,0.186,1.000,0.632,0.032,0.121,0.139,0.048,0.117,0.071,0.141,0.634
model.000.06.pdb,0.649,0.354,0.465,0.459,0.234,0.632,1.000,0.052,0.070,0.200,0.033,0.068,0.077,0.211,0.465
model.000.07.pdb,0.049,0.046,0.048,0.000,0.367,0.032,0.052,1.000,0.000,0.528,0.000,0.000,0.595,0.412,0.082
model.000.08.pdb,0.103,0.236,0.119,0.036,0.000,0.121,0.070,0.000,1.000,0.000,0.512,0.500,0.000,0.000,0.100
model.000.09.pdb,0.125,0.118,0.186,0.175,0.707,0.139,0.200,0.528,0.000,1.000,0.000,0.000,0.434,0.712,0.169
model.000.10.pdb,0.048,0.150,0.081,0.018,0.000,0.048,0.033,0.000,0.512,0.000,1.000,0.288,0.000,0.000,0.031
model.000.11.pdb,0.100,0.207,0.133,0.073,0.000,0.117,0.068,0.000,0.500,0.000,0.288,1.000,0.000,0.000,0.097
model.000.12.pdb,0.093,0.105,0.089,0.000,0.481,0.071,0.077,0.595,0.000,0.434,0.000,0.000,1.000,0.489,0.151
model.000.13.pdb,0.161,0.152,0.213,0.140,0.731,0.141,0.211,0.412,0.000,0.712,0.000,0.000,0.489,1.000,0.213
model.000.14.pdb,0.535,0.667,0.659,0.180,0.235,0.634,0.465,0.082,0.100,0.169,0.031,0.097,0.151,0.213,1.000
