 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.500,0.309,0.093,0.588,0.076,0.367,0.286,0.090,0.069,0.283,0.509,0.543,0.444,0.060,0.175
model.000.01.pdb,0.488,0.089,0.420,0.250,0.000,0.057,0.017,0.409,0.275,0.031,0.169,0.250,0.174,0.053,0.615
model.000.02.pdb,0.279,0.056,0.809,0.167,0.014,0.000,0.014,0.583,0.300,0.013,0.107,0.088,0.172,0.121,0.638
model.000.03.pdb,0.446,0.418,0.128,0.611,0.100,0.404,0.322,0.097,0.062,0.383,0.623,0.604,0.315,0.100,0.159
model.000.04.pdb,0.400,0.298,0.105,0.694,0.106,0.468,0.298,0.056,0.016,0.436,0.708,0.431,0.396,0.014,0.152
model.000.05.pdb,0.491,0.288,0.103,0.667,0.071,0.392,0.267,0.085,0.048,0.350,0.585,0.442,0.438,0.042,0.182
model.000.06.pdb,0.556,0.081,0.453,0.288,0.000,0.051,0.031,0.417,0.188,0.043,0.190,0.222,0.304,0.031,0.683
model.000.07.pdb,0.104,0.224,0.246,0.039,0.094,0.000,0.145,0.309,0.488,0.086,0.068,0.167,0.000,0.667,0.159
model.000.08.pdb,0.234,0.041,0.720,0.133,0.000,0.000,0.000,0.510,0.294,0.000,0.063,0.071,0.131,0.136,0.529
model.000.09.pdb,0.279,0.210,0.037,0.527,0.175,0.556,0.339,0.013,0.000,0.569,0.596,0.321,0.333,0.000,0.069
model.000.10.pdb,0.230,0.086,0.782,0.141,0.012,0.000,0.023,0.534,0.345,0.011,0.091,0.130,0.110,0.261,0.552
model.000.11.pdb,0.581,0.083,0.316,0.345,0.000,0.071,0.032,0.320,0.122,0.029,0.217,0.306,0.381,0.032,0.489
model.000.12.pdb,0.521,0.373,0.159,0.549,0.113,0.300,0.296,0.109,0.071,0.271,0.529,0.643,0.286,0.062,0.220
model.000.13.pdb,0.227,0.040,0.660,0.130,0.000,0.000,0.000,0.463,0.214,0.000,0.062,0.069,0.092,0.100,0.481
model.000.14.pdb,0.393,0.230,0.090,0.680,0.072,0.458,0.250,0.086,0.016,0.379,0.596,0.298,0.511,0.014,0.149
