 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.373,0.267,0.385,0.562,0.442,0.242,0.250,0.309,0.000,0.242,0.283,0.200,0.180,0.099,0.000
model.000.01.pdb,0.182,0.090,0.113,0.309,0.143,0.026,0.200,0.062,0.015,0.072,0.028,0.015,0.500,0.087,0.000
model.000.02.pdb,0.128,0.729,0.145,0.155,0.206,0.679,0.025,0.646,0.000,0.647,0.714,0.612,0.162,0.393,0.118
model.000.03.pdb,0.611,0.139,0.500,0.588,0.500,0.128,0.473,0.147,0.099,0.122,0.153,0.083,0.147,0.037,0.000
model.000.04.pdb,0.085,0.014,0.062,0.092,0.014,0.000,0.145,0.015,0.046,0.014,0.000,0.000,0.153,0.042,0.014
model.000.05.pdb,0.553,0.000,0.391,0.340,0.241,0.000,0.675,0.000,0.306,0.000,0.000,0.000,0.067,0.000,0.000
model.000.06.pdb,0.238,0.014,0.190,0.241,0.143,0.013,0.309,0.015,0.045,0.028,0.000,0.000,0.278,0.027,0.000
model.000.07.pdb,0.113,0.805,0.129,0.123,0.177,0.538,0.000,0.795,0.000,0.786,0.500,0.429,0.228,0.434,0.027
model.000.08.pdb,0.030,0.465,0.017,0.069,0.088,0.327,0.000,0.439,0.000,0.488,0.255,0.283,0.311,0.512,0.000
model.000.09.pdb,0.431,0.013,0.254,0.283,0.185,0.000,0.604,0.014,0.233,0.013,0.000,0.000,0.194,0.013,0.000
model.000.10.pdb,0.623,0.066,0.426,0.509,0.404,0.061,0.600,0.069,0.132,0.051,0.079,0.041,0.167,0.025,0.000
model.000.11.pdb,0.283,0.125,0.308,0.543,0.420,0.068,0.291,0.079,0.000,0.090,0.074,0.030,0.388,0.072,0.000
model.000.12.pdb,0.511,0.119,0.676,0.327,0.548,0.108,0.250,0.148,0.088,0.117,0.136,0.051,0.000,0.000,0.000
model.000.13.pdb,0.000,0.220,0.000,0.060,0.044,0.258,0.000,0.172,0.000,0.237,0.090,0.133,0.447,0.480,0.072
model.000.14.pdb,0.176,0.630,0.224,0.233,0.298,0.528,0.042,0.651,0.000,0.583,0.551,0.420,0.145,0.222,0.027
