 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.286,0.368,0.294,0.278,0.182,0.288,0.487,0.107,0.241,0.100,0.234,0.556,0.298,0.232,0.222
model.000.01.pdb,0.322,0.155,0.095,0.424,0.270,0.262,0.141,0.328,0.079,0.209,0.160,0.127,0.407,0.063,0.174
model.000.02.pdb,0.667,0.208,0.114,0.558,0.604,0.681,0.273,0.042,0.082,0.472,0.096,0.360,0.553,0.080,0.660
model.000.03.pdb,0.291,0.500,0.480,0.242,0.217,0.293,0.692,0.045,0.389,0.121,0.381,0.600,0.327,0.375,0.233
model.000.04.pdb,0.230,0.600,0.625,0.209,0.185,0.234,0.667,0.088,0.519,0.099,0.492,0.581,0.281,0.528,0.200
model.000.05.pdb,0.321,0.595,0.404,0.246,0.241,0.321,0.667,0.078,0.321,0.159,0.323,0.800,0.333,0.333,0.304
model.000.06.pdb,0.114,0.426,0.620,0.120,0.067,0.108,0.460,0.242,0.608,0.013,0.593,0.340,0.152,0.556,0.095
model.000.07.pdb,0.635,0.213,0.114,0.655,0.673,0.679,0.250,0.077,0.085,0.571,0.110,0.322,0.566,0.083,0.692
model.000.08.pdb,0.133,0.357,0.543,0.104,0.094,0.143,0.537,0.031,0.532,0.044,0.400,0.452,0.138,0.480,0.145
model.000.09.pdb,0.392,0.622,0.370,0.375,0.304,0.389,0.650,0.148,0.316,0.175,0.299,0.641,0.500,0.305,0.254
model.000.10.pdb,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000
model.000.11.pdb,0.014,0.000,0.000,0.025,0.013,0.013,0.000,0.233,0.013,0.026,0.071,0.000,0.028,0.013,0.013
model.000.12.pdb,0.099,0.367,0.688,0.105,0.067,0.093,0.404,0.262,0.640,0.025,0.621,0.268,0.118,0.556,0.080
model.000.13.pdb,0.276,0.050,0.069,0.290,0.382,0.368,0.131,0.000,0.054,0.400,0.034,0.155,0.161,0.053,0.510
model.000.14.pdb,0.071,0.085,0.147,0.110,0.041,0.053,0.077,0.762,0.145,0.026,0.247,0.046,0.106,0.095,0.013
