 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.500,0.488,0.279,0.446,0.400,0.491,0.556,0.104,0.234,0.279,0.230,0.581,0.521,0.227,0.393
model.000.01.pdb,0.309,0.089,0.056,0.418,0.298,0.288,0.081,0.224,0.041,0.210,0.086,0.083,0.373,0.040,0.230
model.000.02.pdb,0.093,0.420,0.809,0.128,0.105,0.103,0.453,0.246,0.720,0.037,0.782,0.316,0.159,0.660,0.090
model.000.03.pdb,0.588,0.250,0.167,0.611,0.694,0.667,0.288,0.039,0.133,0.527,0.141,0.345,0.549,0.130,0.680
model.000.04.pdb,0.076,0.000,0.014,0.100,0.106,0.071,0.000,0.094,0.000,0.175,0.012,0.000,0.113,0.000,0.072
model.000.05.pdb,0.367,0.057,0.000,0.404,0.468,0.392,0.051,0.000,0.000,0.556,0.000,0.071,0.300,0.000,0.458
model.000.06.pdb,0.286,0.017,0.014,0.322,0.298,0.267,0.031,0.145,0.000,0.339,0.023,0.032,0.296,0.000,0.250
model.000.07.pdb,0.090,0.409,0.583,0.097,0.056,0.085,0.417,0.309,0.510,0.013,0.534,0.320,0.109,0.463,0.086
model.000.08.pdb,0.069,0.275,0.300,0.062,0.016,0.048,0.188,0.488,0.294,0.000,0.345,0.122,0.071,0.214,0.016
model.000.09.pdb,0.283,0.031,0.013,0.383,0.436,0.350,0.043,0.086,0.000,0.569,0.011,0.029,0.271,0.000,0.379
model.000.10.pdb,0.509,0.169,0.107,0.623,0.708,0.585,0.190,0.068,0.063,0.596,0.091,0.217,0.529,0.062,0.596
model.000.11.pdb,0.543,0.250,0.088,0.604,0.431,0.442,0.222,0.167,0.071,0.321,0.130,0.306,0.643,0.069,0.298
model.000.12.pdb,0.444,0.174,0.172,0.315,0.396,0.438,0.304,0.000,0.131,0.333,0.110,0.381,0.286,0.092,0.511
model.000.13.pdb,0.060,0.053,0.121,0.100,0.014,0.042,0.031,0.667,0.136,0.000,0.261,0.032,0.062,0.100,0.014
model.000.14.pdb,0.175,0.615,0.638,0.159,0.152,0.182,0.683,0.159,0.529,0.069,0.552,0.489,0.220,0.481,0.149
