 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.538,0.000,0.490,0.429,0.463,0.259,0.466,0.407,0.415,0.431,0.127,0.108,0.373,0.000,0.549
model.000.01.pdb,0.172,0.310,0.109,0.000,0.194,0.417,0.143,0.000,0.029,0.000,0.744,0.069,0.000,0.028,0.156
model.000.02.pdb,0.578,0.000,0.523,0.315,0.522,0.333,0.407,0.288,0.347,0.298,0.145,0.074,0.263,0.000,0.556
model.000.03.pdb,0.480,0.014,0.591,0.254,0.553,0.340,0.681,0.273,0.169,0.283,0.175,0.246,0.271,0.000,0.553
model.000.04.pdb,0.644,0.027,0.522,0.194,0.521,0.367,0.519,0.167,0.302,0.185,0.194,0.118,0.154,0.000,0.622
model.000.05.pdb,0.157,0.519,0.100,0.000,0.176,0.370,0.117,0.000,0.027,0.000,0.653,0.051,0.000,0.082,0.143
model.000.06.pdb,0.254,0.000,0.321,0.609,0.281,0.098,0.411,0.628,0.380,0.638,0.014,0.118,0.562,0.000,0.352
model.000.07.pdb,0.203,0.263,0.136,0.000,0.228,0.455,0.152,0.000,0.065,0.000,0.732,0.043,0.000,0.030,0.186
model.000.08.pdb,0.092,0.000,0.015,0.365,0.014,0.000,0.056,0.314,0.435,0.345,0.000,0.014,0.263,0.190,0.077
model.000.09.pdb,0.152,0.351,0.091,0.000,0.172,0.380,0.110,0.000,0.044,0.000,0.652,0.083,0.000,0.042,0.136
model.000.10.pdb,0.188,0.375,0.125,0.000,0.210,0.438,0.141,0.000,0.044,0.000,0.652,0.026,0.000,0.121,0.172
model.000.11.pdb,0.092,0.469,0.047,0.000,0.111,0.280,0.070,0.000,0.015,0.000,0.543,0.000,0.000,0.131,0.077
model.000.12.pdb,0.109,0.161,0.241,0.060,0.186,0.067,0.267,0.063,0.000,0.057,0.145,0.553,0.059,0.000,0.148
model.000.13.pdb,0.027,0.560,0.014,0.000,0.027,0.094,0.051,0.000,0.000,0.000,0.351,0.097,0.000,0.056,0.013
model.000.14.pdb,0.000,0.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.085,0.013,0.000,0.596,0.000
