 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.488,0.274,0.490,0.500,0.490,0.578,0.295,0.433,0.278,0.674,0.000,0.000,0.234,0.172,0.086
model.000.01.pdb,0.151,0.689,0.217,0.113,0.090,0.079,0.118,0.297,0.031,0.190,0.000,0.106,0.086,0.108,0.217
model.000.02.pdb,0.291,0.147,0.122,0.436,0.596,0.393,0.720,0.134,0.462,0.362,0.000,0.000,0.792,0.051,0.203
model.000.03.pdb,0.228,0.269,0.608,0.300,0.281,0.328,0.149,0.643,0.154,0.418,0.000,0.012,0.118,0.373,0.038
model.000.04.pdb,0.000,0.250,0.059,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.105,0.333,0.014,0.044,0.091
model.000.05.pdb,0.000,0.145,0.333,0.016,0.030,0.050,0.000,0.444,0.000,0.067,0.073,0.015,0.000,0.489,0.000
model.000.06.pdb,0.017,0.434,0.237,0.015,0.000,0.030,0.000,0.239,0.000,0.078,0.000,0.197,0.027,0.180,0.141
model.000.07.pdb,0.319,0.167,0.088,0.400,0.480,0.380,0.711,0.091,0.457,0.321,0.000,0.028,0.750,0.058,0.276
model.000.08.pdb,0.186,0.179,0.033,0.135,0.189,0.160,0.404,0.058,0.143,0.204,0.000,0.050,0.467,0.000,0.432
model.000.09.pdb,0.015,0.328,0.258,0.014,0.013,0.014,0.000,0.375,0.000,0.057,0.045,0.114,0.013,0.375,0.083
model.000.10.pdb,0.131,0.273,0.500,0.185,0.174,0.206,0.077,0.655,0.072,0.305,0.000,0.013,0.063,0.404,0.052
model.000.11.pdb,0.304,0.442,0.440,0.259,0.220,0.264,0.154,0.464,0.083,0.417,0.000,0.000,0.119,0.109,0.180
model.000.12.pdb,0.227,0.062,0.571,0.265,0.222,0.356,0.095,0.434,0.229,0.265,0.000,0.000,0.113,0.327,0.000
model.000.13.pdb,0.111,0.316,0.029,0.046,0.043,0.031,0.190,0.051,0.000,0.097,0.000,0.241,0.230,0.000,0.714
model.000.14.pdb,0.400,0.147,0.190,0.651,0.705,0.556,0.660,0.197,0.581,0.479,0.000,0.000,0.560,0.072,0.119
