 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.135,0.088,0.180,0.455,0.106,0.105,0.047,0.556,0.511,0.605,0.214,0.077,0.489,0.133
model.000.01.pdb,0.135,1.000,0.145,0.000,0.066,0.000,0.103,0.000,0.246,0.278,0.186,0.000,0.340,0.236,0.000
model.000.02.pdb,0.088,0.145,1.000,0.027,0.283,0.041,0.718,0.076,0.233,0.220,0.141,0.059,0.396,0.340,0.029
model.000.03.pdb,0.180,0.000,0.027,1.000,0.258,0.706,0.027,0.446,0.183,0.188,0.169,0.673,0.000,0.125,0.822
model.000.04.pdb,0.455,0.066,0.283,0.258,1.000,0.162,0.302,0.074,0.551,0.542,0.471,0.321,0.134,0.521,0.194
model.000.05.pdb,0.106,0.000,0.041,0.706,0.162,1.000,0.026,0.547,0.104,0.107,0.105,0.596,0.012,0.065,0.766
model.000.06.pdb,0.105,0.103,0.718,0.027,0.302,0.026,1.000,0.075,0.230,0.217,0.175,0.074,0.415,0.309,0.014
model.000.07.pdb,0.047,0.000,0.076,0.446,0.074,0.547,0.075,1.000,0.068,0.055,0.040,0.375,0.026,0.070,0.453
model.000.08.pdb,0.556,0.246,0.233,0.183,0.551,0.104,0.230,0.068,1.000,0.739,0.558,0.212,0.206,0.580,0.127
model.000.09.pdb,0.511,0.278,0.220,0.188,0.542,0.107,0.217,0.055,0.739,1.000,0.612,0.200,0.231,0.638,0.130
model.000.10.pdb,0.605,0.186,0.141,0.169,0.471,0.105,0.175,0.040,0.558,0.612,1.000,0.197,0.174,0.592,0.129
model.000.11.pdb,0.214,0.000,0.059,0.673,0.321,0.596,0.074,0.375,0.212,0.200,0.197,1.000,0.000,0.149,0.625
model.000.12.pdb,0.077,0.340,0.396,0.000,0.134,0.012,0.415,0.026,0.206,0.231,0.174,0.000,1.000,0.274,0.000
model.000.13.pdb,0.489,0.236,0.340,0.125,0.521,0.065,0.309,0.070,0.580,0.638,0.592,0.149,0.274,1.000,0.085
model.000.14.pdb,0.133,0.000,0.029,0.822,0.194,0.766,0.014,0.453,0.127,0.130,0.129,0.625,0.000,0.085,1.000
