 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.068,0.119,0.308,0.000,0.072,0.000,0.103,0.333,0.444,0.053,0.012,0.072,0.000,0.609,0.167
model.000.01.pdb,0.481,0.321,0.091,0.627,0.090,0.408,0.298,0.071,0.049,0.362,0.640,0.490,0.340,0.043,0.169
model.000.02.pdb,0.000,0.000,0.211,0.000,0.000,0.014,0.000,0.085,0.065,0.000,0.000,0.000,0.078,0.103,0.114
model.000.03.pdb,0.194,0.051,0.691,0.095,0.000,0.000,0.000,0.615,0.431,0.000,0.034,0.079,0.070,0.281,0.491
model.000.04.pdb,0.404,0.077,0.633,0.197,0.000,0.016,0.000,0.511,0.250,0.000,0.130,0.169,0.212,0.062,0.714
model.000.05.pdb,0.194,0.116,0.554,0.103,0.027,0.000,0.055,0.560,0.595,0.025,0.076,0.134,0.045,0.407,0.362
model.000.06.pdb,0.228,0.063,0.571,0.118,0.000,0.000,0.000,0.545,0.390,0.000,0.087,0.119,0.053,0.200,0.468
model.000.07.pdb,0.500,0.131,0.145,0.529,0.062,0.333,0.190,0.129,0.035,0.233,0.453,0.360,0.632,0.015,0.203
model.000.08.pdb,0.389,0.200,0.139,0.620,0.076,0.426,0.263,0.106,0.000,0.351,0.538,0.420,0.512,0.014,0.175
model.000.09.pdb,0.118,0.259,0.000,0.281,0.440,0.447,0.460,0.000,0.000,0.592,0.328,0.143,0.119,0.029,0.000
model.000.10.pdb,0.408,0.048,0.434,0.271,0.000,0.034,0.015,0.367,0.143,0.014,0.175,0.182,0.372,0.032,0.581
model.000.11.pdb,0.440,0.095,0.580,0.200,0.000,0.000,0.000,0.522,0.229,0.000,0.100,0.172,0.192,0.062,0.868
model.000.12.pdb,0.322,0.103,0.635,0.135,0.000,0.000,0.000,0.652,0.354,0.000,0.051,0.156,0.115,0.213,0.674
model.000.13.pdb,0.203,0.026,0.667,0.099,0.000,0.000,0.000,0.528,0.346,0.000,0.048,0.053,0.090,0.197,0.464
model.000.14.pdb,0.281,0.045,0.739,0.145,0.000,0.000,0.000,0.732,0.364,0.000,0.068,0.095,0.125,0.150,0.714
