 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.683,0.000,0.383,0.131,0.478,0.442,0.321,0.121,0.362,0.125,0.211,0.060,0.094,0.000,0.511
model.000.01.pdb,0.622,0.000,0.605,0.237,0.714,0.404,0.625,0.255,0.193,0.267,0.197,0.154,0.233,0.000,0.714
model.000.02.pdb,0.614,0.014,0.634,0.145,0.707,0.524,0.490,0.136,0.138,0.156,0.291,0.177,0.143,0.000,0.628
model.000.03.pdb,0.265,0.086,0.184,0.069,0.196,0.279,0.081,0.055,0.239,0.048,0.127,0.000,0.050,0.111,0.173
model.000.04.pdb,0.176,0.467,0.137,0.000,0.211,0.379,0.165,0.000,0.051,0.000,0.642,0.085,0.000,0.076,0.194
model.000.05.pdb,0.795,0.000,0.467,0.148,0.500,0.465,0.389,0.119,0.327,0.141,0.207,0.108,0.109,0.000,0.568
model.000.06.pdb,0.535,0.015,0.348,0.100,0.413,0.475,0.246,0.088,0.298,0.078,0.222,0.046,0.063,0.000,0.383
model.000.07.pdb,0.045,0.489,0.016,0.000,0.062,0.107,0.072,0.000,0.000,0.000,0.302,0.164,0.000,0.015,0.030
model.000.08.pdb,0.150,0.000,0.182,0.725,0.153,0.016,0.276,0.757,0.422,0.714,0.000,0.109,0.628,0.000,0.214
model.000.09.pdb,0.132,0.526,0.093,0.000,0.149,0.295,0.096,0.000,0.038,0.000,0.564,0.086,0.000,0.063,0.104
model.000.10.pdb,0.061,0.000,0.119,0.556,0.095,0.016,0.210,0.571,0.250,0.553,0.000,0.180,0.732,0.000,0.113
model.000.11.pdb,0.145,0.000,0.196,0.479,0.167,0.032,0.226,0.457,0.347,0.480,0.000,0.058,0.412,0.131,0.228
model.000.12.pdb,0.085,0.383,0.034,0.000,0.105,0.213,0.131,0.000,0.000,0.000,0.422,0.100,0.000,0.033,0.086
model.000.13.pdb,0.149,0.444,0.090,0.000,0.169,0.373,0.123,0.000,0.029,0.000,0.674,0.082,0.000,0.056,0.134
model.000.14.pdb,0.690,0.029,0.489,0.145,0.591,0.524,0.490,0.117,0.179,0.138,0.291,0.141,0.108,0.000,0.556
