 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.373,0.182,0.128,0.611,0.085,0.553,0.238,0.113,0.030,0.431,0.623,0.283,0.511,0.000,0.176
model.000.01.pdb,0.267,0.090,0.729,0.139,0.014,0.000,0.014,0.805,0.465,0.013,0.066,0.125,0.119,0.220,0.630
model.000.02.pdb,0.385,0.113,0.145,0.500,0.062,0.391,0.190,0.129,0.017,0.254,0.426,0.308,0.676,0.000,0.224
model.000.03.pdb,0.562,0.309,0.155,0.588,0.092,0.340,0.241,0.123,0.069,0.283,0.509,0.543,0.327,0.060,0.233
model.000.04.pdb,0.442,0.143,0.206,0.500,0.014,0.241,0.143,0.177,0.088,0.185,0.404,0.420,0.548,0.044,0.298
model.000.05.pdb,0.242,0.026,0.679,0.128,0.000,0.000,0.013,0.538,0.327,0.000,0.061,0.068,0.108,0.258,0.528
model.000.06.pdb,0.250,0.200,0.025,0.473,0.145,0.675,0.309,0.000,0.000,0.604,0.600,0.291,0.250,0.000,0.042
model.000.07.pdb,0.309,0.062,0.646,0.147,0.015,0.000,0.015,0.795,0.439,0.014,0.069,0.079,0.148,0.172,0.651
model.000.08.pdb,0.000,0.015,0.000,0.099,0.046,0.306,0.045,0.000,0.000,0.233,0.132,0.000,0.088,0.000,0.000
model.000.09.pdb,0.242,0.072,0.647,0.122,0.014,0.000,0.028,0.786,0.488,0.013,0.051,0.090,0.117,0.237,0.583
model.000.10.pdb,0.283,0.028,0.714,0.153,0.000,0.000,0.000,0.500,0.255,0.000,0.079,0.074,0.136,0.090,0.551
model.000.11.pdb,0.200,0.015,0.612,0.083,0.000,0.000,0.000,0.429,0.283,0.000,0.041,0.030,0.051,0.133,0.420
model.000.12.pdb,0.180,0.500,0.162,0.147,0.153,0.067,0.278,0.228,0.311,0.194,0.167,0.388,0.000,0.447,0.145
model.000.13.pdb,0.099,0.087,0.393,0.037,0.042,0.000,0.027,0.434,0.512,0.013,0.025,0.072,0.000,0.480,0.222
model.000.14.pdb,0.000,0.000,0.118,0.000,0.014,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.072,0.027
