 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.442,0.519,0.453,0.214,0.134,0.462,0.412,0.014,0.415,0.095,0.267,0.351,0.029,0.107,0.400
model.000.01.pdb,0.186,0.175,0.241,0.125,0.660,0.164,0.241,0.429,0.000,0.642,0.000,0.000,0.548,0.696,0.241
model.000.02.pdb,0.500,0.489,0.511,0.311,0.151,0.558,0.537,0.000,0.269,0.122,0.155,0.259,0.017,0.121,0.417
model.000.03.pdb,0.327,0.622,0.543,0.107,0.145,0.429,0.294,0.062,0.255,0.089,0.186,0.246,0.103,0.116,0.511
model.000.04.pdb,0.533,0.521,0.479,0.240,0.208,0.628,0.500,0.062,0.169,0.147,0.094,0.164,0.103,0.167,0.511
model.000.05.pdb,0.169,0.159,0.200,0.150,0.774,0.149,0.197,0.382,0.000,0.632,0.000,0.000,0.420,0.714,0.219
model.000.06.pdb,0.169,0.352,0.246,0.051,0.012,0.186,0.119,0.000,0.643,0.000,0.429,0.479,0.000,0.000,0.203
model.000.07.pdb,0.222,0.186,0.283,0.157,0.585,0.196,0.260,0.347,0.000,0.566,0.000,0.000,0.452,0.682,0.259
model.000.08.pdb,0.100,0.061,0.000,0.073,0.000,0.098,0.068,0.000,0.347,0.000,0.196,0.511,0.000,0.000,0.046
model.000.09.pdb,0.164,0.154,0.217,0.185,0.618,0.161,0.236,0.420,0.000,0.760,0.000,0.000,0.435,0.756,0.217
model.000.10.pdb,0.203,0.190,0.259,0.208,0.712,0.180,0.259,0.246,0.000,0.571,0.000,0.000,0.375,0.646,0.259
model.000.11.pdb,0.100,0.111,0.153,0.157,0.615,0.081,0.145,0.269,0.000,0.566,0.000,0.000,0.356,0.574,0.172
model.000.12.pdb,0.031,0.129,0.153,0.000,0.151,0.081,0.016,0.320,0.048,0.186,0.047,0.046,0.220,0.156,0.133
model.000.13.pdb,0.014,0.027,0.028,0.000,0.475,0.014,0.015,0.532,0.000,0.561,0.000,0.000,0.489,0.455,0.057
model.000.14.pdb,0.000,0.000,0.000,0.121,0.111,0.000,0.000,0.043,0.000,0.113,0.000,0.072,0.031,0.067,0.000
