 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.125,0.711,0.481,0.538,0.101,0.569,0.149,0.167,0.108,0.139,0.069,0.069,0.000,0.000
model.000.01.pdb,0.125,1.000,0.143,0.136,0.190,0.577,0.014,0.800,0.000,0.750,0.604,0.500,0.180,0.418,0.040
model.000.02.pdb,0.711,0.143,1.000,0.449,0.614,0.114,0.365,0.172,0.115,0.141,0.159,0.079,0.046,0.000,0.000
model.000.03.pdb,0.481,0.136,0.449,1.000,0.451,0.125,0.370,0.145,0.044,0.101,0.152,0.076,0.246,0.027,0.000
model.000.04.pdb,0.538,0.190,0.614,0.451,1.000,0.141,0.254,0.224,0.092,0.152,0.188,0.076,0.145,0.041,0.000
model.000.05.pdb,0.101,0.577,0.114,0.125,0.141,1.000,0.013,0.529,0.000,0.537,0.694,0.625,0.099,0.424,0.135
model.000.06.pdb,0.569,0.014,0.365,0.370,0.254,0.013,1.000,0.000,0.268,0.000,0.013,0.000,0.076,0.000,0.000
model.000.07.pdb,0.149,0.800,0.172,0.145,0.224,0.529,0.000,1.000,0.000,0.738,0.553,0.447,0.153,0.345,0.028
model.000.08.pdb,0.167,0.000,0.115,0.044,0.092,0.000,0.268,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.088
model.000.09.pdb,0.108,0.750,0.141,0.101,0.152,0.537,0.000,0.738,0.000,1.000,0.529,0.490,0.197,0.411,0.053
model.000.10.pdb,0.139,0.604,0.159,0.152,0.188,0.694,0.013,0.553,0.000,0.529,1.000,0.780,0.043,0.295,0.145
model.000.11.pdb,0.069,0.500,0.079,0.076,0.076,0.625,0.000,0.447,0.000,0.490,0.780,1.000,0.030,0.345,0.175
model.000.12.pdb,0.069,0.180,0.046,0.246,0.145,0.099,0.076,0.153,0.000,0.197,0.043,0.030,1.000,0.233,0.000
model.000.13.pdb,0.000,0.418,0.000,0.027,0.041,0.424,0.000,0.345,0.000,0.411,0.295,0.345,0.233,1.000,0.176
model.000.14.pdb,0.000,0.040,0.000,0.000,0.000,0.135,0.000,0.028,0.088,0.053,0.145,0.175,0.000,0.176,1.000
