 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.065,0.209,0.013,0.057,0.130,0.058,0.266,0.035,0.076,0.088,0.000,0.258,0.350,0.000,0.592
model.000.01.pdb,0.275,0.290,0.604,0.281,0.222,0.286,0.096,0.673,0.129,0.352,0.000,0.013,0.081,0.357,0.055
model.000.02.pdb,0.000,0.000,0.039,0.087,0.129,0.028,0.171,0.035,0.180,0.000,0.014,0.068,0.188,0.026,0.068
model.000.03.pdb,0.213,0.099,0.062,0.323,0.433,0.266,0.679,0.067,0.411,0.242,0.000,0.062,0.679,0.037,0.265
model.000.04.pdb,0.419,0.118,0.197,0.605,0.738,0.545,0.617,0.203,0.571,0.468,0.000,0.000,0.617,0.108,0.090
model.000.05.pdb,0.193,0.221,0.081,0.226,0.311,0.230,0.509,0.098,0.217,0.267,0.000,0.096,0.596,0.000,0.404
model.000.06.pdb,0.261,0.123,0.077,0.320,0.429,0.300,0.490,0.096,0.312,0.320,0.000,0.000,0.587,0.000,0.207
model.000.07.pdb,0.277,0.154,0.636,0.308,0.263,0.396,0.136,0.547,0.204,0.333,0.000,0.000,0.119,0.365,0.014
model.000.08.pdb,0.212,0.219,0.596,0.246,0.210,0.296,0.099,0.604,0.153,0.291,0.000,0.014,0.114,0.396,0.042
model.000.09.pdb,0.000,0.234,0.206,0.000,0.000,0.029,0.000,0.265,0.000,0.029,0.081,0.169,0.000,0.293,0.027
model.000.10.pdb,0.295,0.091,0.302,0.667,0.605,0.600,0.412,0.254,0.550,0.444,0.000,0.000,0.358,0.153,0.030
model.000.11.pdb,0.463,0.136,0.180,0.744,0.714,0.595,0.596,0.171,0.625,0.511,0.000,0.000,0.500,0.076,0.091
model.000.12.pdb,0.404,0.141,0.099,0.480,0.560,0.377,0.653,0.114,0.511,0.370,0.000,0.000,0.688,0.055,0.219
model.000.13.pdb,0.246,0.062,0.078,0.317,0.456,0.279,0.623,0.069,0.407,0.254,0.000,0.037,0.686,0.051,0.203
model.000.14.pdb,0.326,0.086,0.106,0.468,0.622,0.417,0.727,0.107,0.535,0.353,0.000,0.000,0.767,0.059,0.159
