 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.266,0.000,0.429,0.222,0.000,0.024,0.625,0.071,0.227,0.081,0.714,0.902,0.355,0.129,0.000
model.000.01.pdb,0.127,0.628,0.068,0.101,0.426,0.735,0.041,0.510,0.127,0.519,0.014,0.027,0.092,0.444,0.689
model.000.02.pdb,0.000,0.029,0.246,0.258,0.062,0.000,0.179,0.000,0.242,0.000,0.074,0.162,0.232,0.000,0.000
model.000.03.pdb,0.113,0.053,0.725,0.604,0.000,0.133,0.593,0.025,0.648,0.035,0.290,0.433,0.736,0.036,0.037
model.000.04.pdb,0.041,0.179,0.531,0.600,0.068,0.246,0.352,0.061,0.652,0.103,0.098,0.197,0.612,0.042,0.125
model.000.05.pdb,0.203,0.043,0.640,0.386,0.000,0.158,0.739,0.100,0.456,0.108,0.451,0.633,0.564,0.110,0.053
model.000.06.pdb,0.123,0.050,0.600,0.408,0.000,0.164,0.489,0.047,0.521,0.059,0.185,0.321,0.551,0.044,0.078
model.000.07.pdb,0.071,0.711,0.072,0.183,0.409,0.455,0.029,0.327,0.172,0.345,0.000,0.000,0.147,0.217,0.479
model.000.08.pdb,0.114,0.700,0.085,0.138,0.444,0.482,0.027,0.412,0.147,0.426,0.000,0.000,0.125,0.333,0.682
model.000.09.pdb,0.197,0.302,0.000,0.000,0.294,0.273,0.000,0.304,0.000,0.300,0.029,0.013,0.000,0.328,0.316
model.000.10.pdb,0.029,0.265,0.315,0.478,0.157,0.283,0.150,0.065,0.532,0.109,0.033,0.062,0.415,0.061,0.172
model.000.11.pdb,0.056,0.140,0.423,0.543,0.033,0.290,0.263,0.095,0.596,0.104,0.082,0.125,0.560,0.074,0.109
model.000.12.pdb,0.141,0.076,0.569,0.540,0.015,0.194,0.444,0.071,0.558,0.096,0.180,0.279,0.647,0.082,0.069
model.000.13.pdb,0.062,0.070,0.667,0.640,0.014,0.123,0.509,0.013,0.623,0.024,0.222,0.361,0.712,0.024,0.051
model.000.14.pdb,0.070,0.100,0.630,0.600,0.016,0.191,0.460,0.029,0.617,0.056,0.175,0.281,0.756,0.028,0.075
