 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.565,0.327,0.188,0.162,0.444,0.101,0.185,0.038,0.647,0.673,0.660,0.188,0.254,0.653,0.123
model.000.01.pdb,0.136,0.000,0.060,0.588,0.197,0.640,0.059,0.551,0.129,0.132,0.130,0.604,0.013,0.086,0.571
model.000.02.pdb,0.615,0.185,0.136,0.185,0.500,0.114,0.153,0.029,0.596,0.553,0.682,0.237,0.172,0.565,0.141
model.000.03.pdb,0.347,0.196,0.296,0.176,0.500,0.110,0.315,0.087,0.560,0.652,0.481,0.206,0.258,0.562,0.118
model.000.04.pdb,0.692,0.136,0.148,0.231,0.565,0.157,0.164,0.103,0.592,0.520,0.540,0.246,0.114,0.562,0.152
model.000.05.pdb,0.123,0.000,0.027,0.740,0.162,0.760,0.040,0.608,0.118,0.122,0.120,0.596,0.012,0.079,0.729
model.000.06.pdb,0.269,0.558,0.228,0.026,0.220,0.000,0.203,0.000,0.472,0.490,0.375,0.041,0.368,0.442,0.000
model.000.07.pdb,0.167,0.000,0.047,0.571,0.232,0.592,0.030,0.500,0.154,0.159,0.156,0.659,0.014,0.108,0.553
model.000.08.pdb,0.125,0.362,0.031,0.000,0.000,0.000,0.000,0.000,0.136,0.106,0.104,0.000,0.087,0.091,0.000
model.000.09.pdb,0.115,0.000,0.059,0.519,0.175,0.596,0.043,0.510,0.111,0.114,0.113,0.625,0.013,0.069,0.560
model.000.10.pdb,0.153,0.000,0.029,0.822,0.213,0.729,0.028,0.400,0.143,0.147,0.145,0.660,0.000,0.100,0.857
model.000.11.pdb,0.050,0.000,0.000,0.711,0.113,0.696,0.000,0.412,0.056,0.074,0.072,0.521,0.000,0.043,0.825
model.000.12.pdb,0.033,0.032,0.426,0.055,0.190,0.099,0.478,0.241,0.136,0.123,0.072,0.090,0.210,0.143,0.028
model.000.13.pdb,0.000,0.000,0.058,0.339,0.027,0.474,0.057,0.592,0.000,0.013,0.013,0.274,0.013,0.000,0.339
model.000.14.pdb,0.000,0.000,0.000,0.122,0.000,0.151,0.000,0.083,0.000,0.000,0.000,0.068,0.000,0.000,0.145
