 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.068,0.545,0.100,0.194,0.327,0.509,0.056,0.309,0.200,0.328,0.000,0.014,0.174,0.226,0.451
model.000.01.pdb,0.129,0.000,0.500,0.364,0.000,0.024,0.583,0.043,0.339,0.040,0.400,0.583,0.439,0.069,0.000
model.000.02.pdb,0.194,0.600,0.058,0.148,0.245,0.491,0.014,0.545,0.138,0.553,0.016,0.014,0.116,0.412,0.591
model.000.03.pdb,0.099,0.360,0.000,0.000,0.354,0.317,0.000,0.309,0.013,0.283,0.000,0.000,0.000,0.267,0.396
model.000.04.pdb,0.149,0.523,0.134,0.197,0.208,0.519,0.072,0.449,0.222,0.462,0.030,0.028,0.194,0.364,0.521
model.000.05.pdb,0.014,0.271,0.273,0.426,0.115,0.357,0.172,0.121,0.479,0.167,0.033,0.046,0.396,0.095,0.218
model.000.06.pdb,0.203,0.490,0.123,0.113,0.273,0.760,0.096,0.571,0.186,0.640,0.028,0.039,0.147,0.446,0.646
model.000.07.pdb,0.104,0.333,0.000,0.000,0.386,0.339,0.000,0.308,0.014,0.281,0.000,0.000,0.000,0.263,0.400
model.000.08.pdb,0.000,0.312,0.014,0.078,0.463,0.200,0.000,0.117,0.058,0.125,0.000,0.000,0.027,0.092,0.278
model.000.09.pdb,0.080,0.340,0.000,0.000,0.333,0.323,0.000,0.293,0.013,0.270,0.000,0.000,0.000,0.234,0.426
model.000.10.pdb,0.083,0.097,0.638,0.609,0.016,0.221,0.471,0.043,0.660,0.055,0.169,0.293,0.723,0.041,0.072
model.000.11.pdb,0.633,0.111,0.053,0.013,0.081,0.232,0.116,0.423,0.039,0.411,0.183,0.149,0.037,0.560,0.226
model.000.12.pdb,0.145,0.327,0.000,0.000,0.320,0.312,0.000,0.304,0.013,0.279,0.000,0.000,0.000,0.262,0.389
model.000.13.pdb,0.000,0.000,0.071,0.125,0.000,0.000,0.058,0.000,0.101,0.000,0.000,0.058,0.082,0.000,0.000
model.000.14.pdb,0.116,0.595,0.118,0.159,0.306,0.547,0.057,0.420,0.203,0.434,0.000,0.000,0.159,0.316,0.587
