 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.438,0.659,0.543,0.148,0.115,0.522,0.375,0.062,0.255,0.089,0.167,0.224,0.085,0.085,0.543
model.000.01.pdb,0.318,0.319,0.395,0.085,0.357,0.311,0.279,0.184,0.018,0.250,0.017,0.034,0.325,0.375,0.463
model.000.02.pdb,0.200,0.188,0.254,0.226,0.667,0.197,0.278,0.220,0.000,0.561,0.000,0.000,0.314,0.667,0.254
model.000.03.pdb,0.293,0.612,0.453,0.097,0.120,0.357,0.241,0.056,0.339,0.095,0.267,0.283,0.077,0.078,0.400
model.000.04.pdb,0.340,0.562,0.431,0.123,0.113,0.385,0.283,0.000,0.420,0.048,0.263,0.304,0.015,0.053,0.377
model.000.05.pdb,0.404,0.711,0.531,0.158,0.110,0.480,0.346,0.028,0.304,0.084,0.233,0.271,0.046,0.080,0.500
model.000.06.pdb,0.391,0.360,0.500,0.267,0.439,0.413,0.419,0.143,0.016,0.328,0.016,0.031,0.229,0.412,0.500
model.000.07.pdb,0.015,0.029,0.014,0.000,0.284,0.015,0.000,0.619,0.000,0.371,0.000,0.000,0.340,0.288,0.045
model.000.08.pdb,0.177,0.149,0.190,0.222,0.685,0.156,0.228,0.281,0.000,0.579,0.000,0.000,0.417,0.653,0.210
model.000.09.pdb,0.263,0.434,0.298,0.121,0.047,0.281,0.211,0.000,0.532,0.023,0.404,0.370,0.000,0.013,0.276
model.000.10.pdb,0.149,0.141,0.208,0.147,0.776,0.162,0.206,0.393,0.000,0.645,0.000,0.000,0.429,0.661,0.208
model.000.11.pdb,0.512,0.467,0.600,0.196,0.311,0.537,0.475,0.088,0.033,0.215,0.016,0.049,0.188,0.296,0.641
model.000.12.pdb,0.288,0.543,0.500,0.071,0.133,0.360,0.231,0.047,0.241,0.063,0.172,0.211,0.107,0.103,0.500
model.000.13.pdb,0.154,0.145,0.203,0.214,0.632,0.134,0.200,0.210,0.000,0.508,0.000,0.000,0.321,0.566,0.203
model.000.14.pdb,0.440,0.551,0.423,0.226,0.098,0.490,0.380,0.000,0.333,0.072,0.237,0.276,0.031,0.081,0.423
