 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.129,0.438,0.219,0.271,0.158,0.527,0.152,0.327,0.339,0.393,0.061,0.070,0.262,0.283,0.389
model.000.01.pdb,0.490,0.158,0.056,0.029,0.145,0.306,0.090,0.489,0.041,0.500,0.136,0.106,0.053,0.542,0.286
model.000.02.pdb,0.117,0.101,0.635,0.673,0.014,0.197,0.482,0.081,0.720,0.104,0.203,0.317,0.854,0.050,0.093
model.000.03.pdb,0.133,0.596,0.105,0.141,0.358,0.667,0.051,0.436,0.197,0.474,0.000,0.000,0.143,0.361,0.761
model.000.04.pdb,0.316,0.083,0.000,0.000,0.069,0.096,0.014,0.131,0.000,0.175,0.100,0.059,0.013,0.217,0.092
model.000.05.pdb,0.060,0.452,0.000,0.000,0.450,0.382,0.000,0.354,0.014,0.321,0.000,0.000,0.000,0.255,0.523
model.000.06.pdb,0.357,0.245,0.000,0.000,0.212,0.266,0.043,0.400,0.000,0.415,0.117,0.090,0.013,0.480,0.309
model.000.07.pdb,0.167,0.081,0.520,0.490,0.016,0.171,0.574,0.076,0.481,0.070,0.308,0.370,0.633,0.087,0.058
model.000.08.pdb,0.222,0.018,0.383,0.265,0.000,0.092,0.575,0.091,0.245,0.083,0.500,0.500,0.380,0.085,0.016
model.000.09.pdb,0.227,0.315,0.000,0.000,0.360,0.344,0.013,0.389,0.000,0.404,0.059,0.040,0.012,0.411,0.453
model.000.10.pdb,0.151,0.542,0.064,0.081,0.392,0.589,0.025,0.500,0.120,0.509,0.014,0.013,0.074,0.390,0.739
model.000.11.pdb,0.293,0.354,0.104,0.060,0.127,0.455,0.091,0.568,0.119,0.609,0.065,0.075,0.099,0.460,0.479
model.000.12.pdb,0.000,0.553,0.062,0.161,0.400,0.298,0.015,0.212,0.169,0.259,0.000,0.000,0.125,0.117,0.354
model.000.13.pdb,0.415,0.000,0.276,0.092,0.000,0.039,0.469,0.150,0.087,0.156,0.692,0.600,0.200,0.217,0.029
model.000.14.pdb,0.068,0.153,0.481,0.510,0.032,0.277,0.316,0.091,0.560,0.116,0.131,0.172,0.620,0.056,0.121
