 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.400,0.032,0.341,0.000,0.442,0.514,0.308,0.000,0.074,0.000,0.340,0.182,0.000,0.000,0.378
model.000.01.pdb,0.164,0.129,0.321,0.164,0.283,0.092,0.383,0.175,0.014,0.141,0.114,0.702,0.179,0.000,0.242
model.000.02.pdb,0.630,0.000,0.578,0.271,0.574,0.283,0.569,0.246,0.296,0.258,0.119,0.185,0.226,0.000,0.644
model.000.03.pdb,0.420,0.091,0.340,0.014,0.429,0.684,0.333,0.015,0.100,0.014,0.479,0.123,0.014,0.030,0.400
model.000.04.pdb,0.339,0.188,0.268,0.014,0.370,0.659,0.290,0.014,0.077,0.026,0.630,0.085,0.013,0.058,0.345
model.000.05.pdb,0.489,0.060,0.347,0.045,0.468,0.703,0.339,0.031,0.161,0.043,0.458,0.091,0.044,0.000,0.438
model.000.06.pdb,0.182,0.317,0.121,0.000,0.203,0.420,0.169,0.000,0.028,0.000,0.733,0.096,0.000,0.086,0.185
model.000.07.pdb,0.574,0.024,0.528,0.349,0.500,0.258,0.636,0.328,0.356,0.354,0.118,0.208,0.323,0.000,0.615
model.000.08.pdb,0.259,0.131,0.164,0.000,0.264,0.564,0.159,0.000,0.086,0.000,0.511,0.045,0.000,0.065,0.218
model.000.09.pdb,0.449,0.075,0.457,0.044,0.556,0.600,0.490,0.031,0.082,0.057,0.392,0.177,0.043,0.000,0.489
model.000.10.pdb,0.000,0.000,0.000,0.138,0.000,0.000,0.000,0.107,0.130,0.190,0.000,0.000,0.117,0.185,0.000
model.000.11.pdb,0.000,0.152,0.014,0.056,0.000,0.000,0.026,0.060,0.000,0.040,0.000,0.242,0.101,0.074,0.000
model.000.12.pdb,0.147,0.411,0.104,0.000,0.185,0.365,0.137,0.000,0.028,0.000,0.733,0.081,0.000,0.086,0.149
model.000.13.pdb,0.298,0.000,0.228,0.423,0.217,0.136,0.215,0.429,0.533,0.400,0.057,0.056,0.339,0.000,0.304
model.000.14.pdb,0.042,0.357,0.076,0.000,0.072,0.046,0.111,0.000,0.000,0.000,0.154,0.283,0.000,0.000,0.042
