 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.000,0.417,0.045,0.069,0.231,0.060,0.070,0.703,0.571,0.117,0.364,0.189,0.113,0.104,0.143
model.000.01.pdb,0.000,0.255,0.000,0.000,0.000,0.000,0.000,0.164,0.218,0.511,0.017,0.000,0.000,0.000,0.000
model.000.02.pdb,0.106,0.358,0.000,0.025,0.046,0.103,0.048,0.155,0.228,0.268,0.032,0.081,0.074,0.026,0.030
model.000.03.pdb,0.277,0.123,0.254,0.655,0.660,0.491,0.500,0.185,0.159,0.000,0.510,0.604,0.537,0.660,0.625
model.000.04.pdb,0.014,0.480,0.013,0.122,0.296,0.116,0.136,0.568,0.532,0.106,0.404,0.353,0.210,0.127,0.207
model.000.05.pdb,0.400,0.064,0.250,0.736,0.549,0.593,0.462,0.114,0.095,0.000,0.364,0.500,0.585,0.712,0.646
model.000.06.pdb,0.121,0.327,0.000,0.012,0.062,0.101,0.048,0.193,0.246,0.263,0.048,0.097,0.072,0.013,0.030
model.000.07.pdb,0.592,0.069,0.162,0.623,0.377,0.739,0.522,0.043,0.027,0.000,0.169,0.286,0.472,0.509,0.490
model.000.08.pdb,0.013,0.633,0.000,0.072,0.246,0.078,0.090,0.596,0.592,0.274,0.263,0.230,0.141,0.103,0.134
model.000.09.pdb,0.000,0.660,0.000,0.087,0.213,0.095,0.092,0.659,0.617,0.283,0.296,0.217,0.129,0.091,0.138
model.000.10.pdb,0.000,0.519,0.066,0.073,0.190,0.065,0.059,0.762,0.638,0.219,0.315,0.175,0.111,0.090,0.136
model.000.11.pdb,0.197,0.164,0.159,0.526,0.805,0.373,0.511,0.217,0.206,0.000,0.591,0.738,0.646,0.527,0.682
model.000.12.pdb,0.066,0.270,0.000,0.000,0.000,0.025,0.000,0.154,0.258,0.646,0.014,0.000,0.000,0.000,0.000
model.000.13.pdb,0.013,0.711,0.013,0.049,0.159,0.081,0.077,0.565,0.630,0.267,0.211,0.143,0.083,0.064,0.090
model.000.14.pdb,0.295,0.083,0.270,0.706,0.574,0.473,0.449,0.141,0.118,0.000,0.429,0.521,0.549,0.714,0.609
