 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.286,0.322,0.667,0.291,0.230,0.321,0.114,0.635,0.133,0.392,0.000,0.014,0.099,0.276,0.071
model.000.01.pdb,0.368,0.155,0.208,0.500,0.600,0.595,0.426,0.213,0.357,0.622,0.000,0.000,0.367,0.050,0.085
model.000.02.pdb,0.294,0.095,0.114,0.480,0.625,0.404,0.620,0.114,0.543,0.370,0.000,0.000,0.688,0.069,0.147
model.000.03.pdb,0.278,0.424,0.558,0.242,0.209,0.246,0.120,0.655,0.104,0.375,0.014,0.025,0.105,0.290,0.110
model.000.04.pdb,0.182,0.270,0.604,0.217,0.185,0.241,0.067,0.673,0.094,0.304,0.000,0.013,0.067,0.382,0.041
model.000.05.pdb,0.288,0.262,0.681,0.293,0.234,0.321,0.108,0.679,0.143,0.389,0.000,0.013,0.093,0.368,0.053
model.000.06.pdb,0.487,0.141,0.273,0.692,0.667,0.667,0.460,0.250,0.537,0.650,0.000,0.000,0.404,0.131,0.077
model.000.07.pdb,0.107,0.328,0.042,0.045,0.088,0.078,0.242,0.077,0.031,0.148,0.000,0.233,0.262,0.000,0.762
model.000.08.pdb,0.241,0.079,0.082,0.389,0.519,0.321,0.608,0.085,0.532,0.316,0.000,0.013,0.640,0.054,0.145
model.000.09.pdb,0.100,0.209,0.472,0.121,0.099,0.159,0.013,0.571,0.044,0.175,0.045,0.026,0.025,0.400,0.026
model.000.10.pdb,0.234,0.160,0.096,0.381,0.492,0.323,0.593,0.110,0.400,0.299,0.000,0.071,0.621,0.034,0.247
model.000.11.pdb,0.556,0.127,0.360,0.600,0.581,0.800,0.340,0.322,0.452,0.641,0.000,0.000,0.268,0.155,0.046
model.000.12.pdb,0.298,0.407,0.553,0.327,0.281,0.333,0.152,0.566,0.138,0.500,0.000,0.028,0.118,0.161,0.106
model.000.13.pdb,0.232,0.063,0.080,0.375,0.528,0.333,0.556,0.083,0.480,0.305,0.000,0.013,0.556,0.053,0.095
model.000.14.pdb,0.222,0.174,0.660,0.233,0.200,0.304,0.095,0.692,0.145,0.254,0.000,0.013,0.080,0.510,0.013
