 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.118,0.169,0.098,0.031,0.033
f_min.final_model.000.01.det_cont.csv,0.071,0.133,0.035,0.294,0.245
f_min.final_model.000.02.det_cont.csv,0.197,0.241,0.177,0.077,0.102
f_min.final_model.000.03.det_cont.csv,0.082,0.108,0.045,0.000,0.032
f_min.final_model.000.04.det_cont.csv,0.295,0.180,0.476,0.373,0.182
