 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.096,0.082,0.153,0.051,0.431
f_min.final_model.000.01.det_cont.csv,0.000,0.141,0.000,0.000,0.791
f_min.final_model.000.02.det_cont.csv,0.000,0.206,0.013,0.000,0.702
f_min.final_model.000.03.det_cont.csv,0.000,0.524,0.000,0.000,0.214
f_min.final_model.000.04.det_cont.csv,0.059,0.340,0.119,0.042,0.154
