 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.113,0.015,0.047,0.000,0.231
f_min.final_model.000.01.det_cont.csv,0.040,0.444,0.692,0.488,0.215
f_min.final_model.000.02.det_cont.csv,0.171,0.030,0.000,0.032,0.258
f_min.final_model.000.03.det_cont.csv,0.065,0.015,0.061,0.000,0.203
f_min.final_model.000.04.det_cont.csv,0.390,0.190,0.186,0.182,0.092
