 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
finalmodel.000.00.det_cont.csv,0.457,0.690,0.125,0.153,0.479
finalmodel.000.01.det_cont.csv,0.116,0.266,0.262,0.393,0.350
finalmodel.000.02.det_cont.csv,0.217,0.100,0.814,0.276,0.132
finalmodel.000.03.det_cont.csv,0.250,0.480,0.119,0.420,0.574
finalmodel.000.04.det_cont.csv,0.379,0.714,0.076,0.246,0.647
