 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.096,0.000,0.000,0.000,0.059
f_min.final_model.000.01.det_cont.csv,0.082,0.141,0.206,0.524,0.340
f_min.final_model.000.02.det_cont.csv,0.153,0.000,0.013,0.000,0.119
f_min.final_model.000.03.det_cont.csv,0.051,0.000,0.000,0.000,0.042
f_min.final_model.000.04.det_cont.csv,0.431,0.791,0.702,0.214,0.154
