 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.118,0.071,0.197,0.082,0.295
f_min.final_model.000.01.det_cont.csv,0.169,0.133,0.241,0.108,0.180
f_min.final_model.000.02.det_cont.csv,0.098,0.035,0.177,0.045,0.476
f_min.final_model.000.03.det_cont.csv,0.031,0.294,0.077,0.000,0.373
f_min.final_model.000.04.det_cont.csv,0.033,0.245,0.102,0.032,0.182
