 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,1.000,0.387,0.369,0.149,0.312
f_min.final_model.000.01.det_cont.csv,0.387,1.000,0.627,0.224,0.164
f_min.final_model.000.02.det_cont.csv,0.369,0.627,1.000,0.345,0.266
f_min.final_model.000.03.det_cont.csv,0.149,0.224,0.345,1.000,0.533
f_min.final_model.000.04.det_cont.csv,0.312,0.164,0.266,0.533,1.000
