 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.642,0.455,0.629,0.300,0.281
f_min.final_model.000.01.det_cont.csv,0.233,0.340,0.114,0.413,0.500
f_min.final_model.000.02.det_cont.csv,0.136,0.214,0.072,0.347,0.386
f_min.final_model.000.03.det_cont.csv,0.186,0.286,0.105,0.386,0.474
f_min.final_model.000.04.det_cont.csv,0.375,0.588,0.229,0.197,0.423
