 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
finalmodel.000.00.det_cont.csv,0.000,0.524,0.015,0.000,0.133
finalmodel.000.01.det_cont.csv,0.190,0.042,0.258,0.114,0.279
finalmodel.000.02.det_cont.csv,0.000,0.167,0.000,0.000,0.805
finalmodel.000.03.det_cont.csv,0.133,0.136,0.203,0.060,0.127
finalmodel.000.04.det_cont.csv,0.099,0.375,0.125,0.066,0.080
