 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.155,0.188,0.274,0.718,0.480
f_min.final_model.000.01.det_cont.csv,0.265,0.096,0.137,0.315,0.529
f_min.final_model.000.02.det_cont.csv,0.403,0.884,0.714,0.241,0.179
f_min.final_model.000.03.det_cont.csv,0.407,0.262,0.333,0.259,0.442
f_min.final_model.000.04.det_cont.csv,0.344,0.111,0.186,0.365,0.592
