 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.760,0.281,0.250,0.141,0.311
f_min.final_model.000.01.det_cont.csv,0.500,0.154,0.200,0.222,0.431
f_min.final_model.000.02.det_cont.csv,0.594,0.455,0.435,0.087,0.190
f_min.final_model.000.03.det_cont.csv,0.362,0.352,0.520,0.422,0.365
f_min.final_model.000.04.det_cont.csv,0.321,0.172,0.203,0.341,0.571
