Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.9,0.75,0.8,0.85,0.75,0.9
G3,0.9,0.0,0.25,0.6,0.6,0.4,0.55
A4,0.75,0.25,0.0,0.3,0.4,0.3,0.6
B10,0.8,0.6,0.3,0.0,0.2,0.2,0.25
C6,0.85,0.6,0.4,0.2,0.0,0.2,0.25
D3,0.75,0.4,0.3,0.2,0.2,0.0,0.45
B3,0.9,0.55,0.6,0.25,0.25,0.45,0.0
