 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.400,0.047,0.185,0.357,0.000,0.170,0.047,0.172,0.056,0.108
model.000.01.pdb,0.644,0.203,0.174,0.667,0.045,0.320,0.203,0.161,0.052,0.267
model.000.02.pdb,0.674,0.190,0.254,0.529,0.046,0.185,0.150,0.228,0.054,0.138
model.000.03.pdb,0.125,0.000,0.167,0.113,0.000,0.078,0.017,0.109,0.000,0.032
model.000.04.pdb,0.275,0.090,0.759,0.160,0.000,0.000,0.000,0.593,0.364,0.000
model.000.05.pdb,0.479,0.097,0.182,0.453,0.000,0.189,0.062,0.150,0.036,0.106
model.000.06.pdb,0.340,0.032,0.233,0.327,0.000,0.113,0.032,0.204,0.059,0.062
model.000.07.pdb,0.129,0.117,0.328,0.041,0.048,0.000,0.098,0.447,0.629,0.043
model.000.08.pdb,0.111,0.196,0.000,0.310,0.179,0.632,0.314,0.000,0.000,0.600
model.000.09.pdb,0.192,0.077,0.621,0.107,0.012,0.000,0.037,0.635,0.480,0.011
