 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.266,0.000,0.429,0.222,0.000,0.024,0.625,0.071,0.227,0.081
model.000.01.pdb,0.127,0.628,0.068,0.101,0.426,0.735,0.041,0.510,0.127,0.519
model.000.02.pdb,0.000,0.029,0.246,0.258,0.062,0.000,0.179,0.000,0.242,0.000
model.000.03.pdb,0.113,0.053,0.725,0.604,0.000,0.133,0.593,0.025,0.648,0.035
model.000.04.pdb,0.041,0.179,0.531,0.600,0.068,0.246,0.352,0.061,0.652,0.103
model.000.05.pdb,0.203,0.043,0.640,0.386,0.000,0.158,0.739,0.100,0.456,0.108
model.000.06.pdb,0.123,0.050,0.600,0.408,0.000,0.164,0.489,0.047,0.521,0.059
model.000.07.pdb,0.071,0.711,0.072,0.183,0.409,0.455,0.029,0.327,0.172,0.345
model.000.08.pdb,0.114,0.700,0.085,0.138,0.444,0.482,0.027,0.412,0.147,0.426
model.000.09.pdb,0.197,0.302,0.000,0.000,0.294,0.273,0.000,0.304,0.000,0.300
