 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,1.000,0.014,0.556,0.194,0.587,0.426,0.463,0.167,0.302,0.185
model.000.01.pdb,0.014,1.000,0.000,0.000,0.000,0.062,0.026,0.000,0.000,0.000
model.000.02.pdb,0.556,0.000,1.000,0.207,0.816,0.340,0.596,0.200,0.161,0.217
model.000.03.pdb,0.194,0.000,0.207,1.000,0.177,0.031,0.274,0.795,0.468,0.791
model.000.04.pdb,0.587,0.000,0.816,0.177,1.000,0.467,0.625,0.169,0.153,0.188
model.000.05.pdb,0.426,0.062,0.340,0.031,0.467,1.000,0.309,0.033,0.127,0.045
model.000.06.pdb,0.463,0.026,0.596,0.274,0.625,0.309,1.000,0.293,0.156,0.281
model.000.07.pdb,0.167,0.000,0.200,0.795,0.169,0.033,0.293,1.000,0.413,0.738
model.000.08.pdb,0.302,0.000,0.161,0.468,0.153,0.127,0.156,0.413,1.000,0.440
model.000.09.pdb,0.185,0.000,0.217,0.791,0.188,0.045,0.281,0.738,0.440,1.000
