 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.609,0.286,0.185,0.429,0.434,0.560,0.380,0.014,0.147,0.351
model.000.01.pdb,0.014,0.123,0.345,0.013,0.000,0.000,0.094,0.370,0.386,0.000
model.000.02.pdb,0.667,0.204,0.159,0.652,0.600,0.682,0.300,0.062,0.104,0.431
model.000.03.pdb,0.276,0.033,0.000,0.333,0.382,0.300,0.030,0.000,0.000,0.571
model.000.04.pdb,0.659,0.319,0.226,0.580,0.500,0.638,0.417,0.059,0.185,0.357
model.000.05.pdb,0.288,0.556,0.458,0.237,0.211,0.291,0.824,0.048,0.392,0.148
model.000.06.pdb,0.681,0.308,0.155,0.735,0.588,0.627,0.298,0.083,0.122,0.439
model.000.07.pdb,0.273,0.035,0.000,0.357,0.412,0.298,0.032,0.000,0.000,0.587
model.000.08.pdb,0.232,0.055,0.043,0.210,0.268,0.259,0.103,0.000,0.028,0.412
model.000.09.pdb,0.283,0.048,0.000,0.339,0.411,0.328,0.043,0.000,0.000,0.600
