 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,1.000,0.135,0.088,0.180,0.455,0.106,0.105,0.047,0.556,0.511
model.000.01.pdb,0.135,1.000,0.145,0.000,0.066,0.000,0.103,0.000,0.246,0.278
model.000.02.pdb,0.088,0.145,1.000,0.027,0.283,0.041,0.718,0.076,0.233,0.220
model.000.03.pdb,0.180,0.000,0.027,1.000,0.258,0.706,0.027,0.446,0.183,0.188
model.000.04.pdb,0.455,0.066,0.283,0.258,1.000,0.162,0.302,0.074,0.551,0.542
model.000.05.pdb,0.106,0.000,0.041,0.706,0.162,1.000,0.026,0.547,0.104,0.107
model.000.06.pdb,0.105,0.103,0.718,0.027,0.302,0.026,1.000,0.075,0.230,0.217
model.000.07.pdb,0.047,0.000,0.076,0.446,0.074,0.547,0.075,1.000,0.068,0.055
model.000.08.pdb,0.556,0.246,0.233,0.183,0.551,0.104,0.230,0.068,1.000,0.739
model.000.09.pdb,0.511,0.278,0.220,0.188,0.542,0.107,0.217,0.055,0.739,1.000
