 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb
model.000.00.pdb,0.683,0.000,0.383,0.131,0.478,0.442,0.321,0.121,0.362,0.125
model.000.01.pdb,0.622,0.000,0.605,0.237,0.714,0.404,0.625,0.255,0.193,0.267
model.000.02.pdb,0.614,0.014,0.634,0.145,0.707,0.524,0.490,0.136,0.138,0.156
model.000.03.pdb,0.265,0.086,0.184,0.069,0.196,0.279,0.081,0.055,0.239,0.048
model.000.04.pdb,0.176,0.467,0.137,0.000,0.211,0.379,0.165,0.000,0.051,0.000
model.000.05.pdb,0.795,0.000,0.467,0.148,0.500,0.465,0.389,0.119,0.327,0.141
model.000.06.pdb,0.535,0.015,0.348,0.100,0.413,0.475,0.246,0.088,0.298,0.078
model.000.07.pdb,0.045,0.489,0.016,0.000,0.062,0.107,0.072,0.000,0.000,0.000
model.000.08.pdb,0.150,0.000,0.182,0.725,0.153,0.016,0.276,0.757,0.422,0.714
model.000.09.pdb,0.132,0.526,0.093,0.000,0.149,0.295,0.096,0.000,0.038,0.000
