Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.8731,0.7655500000000001,0.69615,0.7619499999999999,0.8371999999999999,0.80645
G3,0.8731,0.0,0.6857,0.63335,0.69485,0.7667,0.7667
A4,0.7655500000000001,0.6857,0.0,0.5619,0.54845,0.65235,0.55475
B10,0.69615,0.63335,0.5619,0.0,0.4075,0.45,0.4166499999999999
C6,0.7619499999999999,0.69485,0.54845,0.4075,0.0,0.44025,0.52645
D3,0.8371999999999999,0.7667,0.65235,0.45,0.44025,0.0,0.65
B3,0.80645,0.7667,0.55475,0.4166499999999999,0.52645,0.65,0.0
