Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.90895,0.8708500000000001,0.9282,0.8714,0.8923000000000001,0.8564499999999999
G3,0.90895,0.0,0.91905,0.7667,0.76265,0.9333,0.8667
A4,0.8708500000000001,0.91905,0.0,0.7643000000000001,0.79475,0.75715,0.65235
B10,0.9282,0.7667,0.7643000000000001,0.0,0.64485,0.7,0.6
C6,0.8714,0.76265,0.79475,0.64485,0.0,0.6776000000000001,0.7793000000000001
D3,0.8923000000000001,0.9333,0.75715,0.7,0.6776000000000001,0.0,0.7833500000000001
B3,0.8564499999999999,0.8667,0.65235,0.6,0.7793000000000001,0.7833500000000001,0.0
