Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.80125,0.6126,0.6076999999999999,0.72545,0.7128,0.6435500000000001
G3,0.80125,0.0,0.4428499999999999,0.46665,0.4407999999999999,0.5667,0.6333
A4,0.6126,0.4428499999999999,0.0,0.3118999999999999,0.3193999999999999,0.50715,0.4332999999999999
B10,0.6076999999999999,0.46665,0.3118999999999999,0.0,0.1862,0.35,0.2332999999999999
C6,0.72545,0.4407999999999999,0.3193999999999999,0.1862,0.0,0.3046000000000001,0.28905
D3,0.7128,0.5667,0.50715,0.35,0.3046000000000001,0.0,0.45
B3,0.6435500000000001,0.6333,0.4332999999999999,0.2332999999999999,0.28905,0.45,0.0
