Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.4,0.47895,0.3153999999999999,0.47215,0.36155,0.4166499999999999
G3,0.4,0.0,0.1475999999999999,0.13335,0.1534499999999999,0.18335,0.13335
A4,0.47895,0.1475999999999999,0.0,0.14045,0.09275,0.14045,0.08335
B10,0.3153999999999999,0.13335,0.14045,0.0,0.0506,0.1,0.1167
C6,0.47215,0.1534499999999999,0.09275,0.0506,0.0,0.0678499999999999,0.0506
D3,0.36155,0.18335,0.14045,0.1,0.0678499999999999,0.0,0.13335
B3,0.4166499999999999,0.13335,0.08335,0.1167,0.0506,0.13335,0.0
