Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.5550999999999999,0.50275,0.46155,0.59485,0.4640999999999999,0.57435
G3,0.5550999999999999,0.0,0.2048,0.2332999999999999,0.2884999999999999,0.3333,0.38335
A4,0.50275,0.2048,0.0,0.2214500000000001,0.11,0.2142499999999999,0.2618999999999999
B10,0.46155,0.2332999999999999,0.2214500000000001,0.0,0.0672499999999999,0.15,0.1666499999999999
C6,0.59485,0.2884999999999999,0.11,0.0672499999999999,0.0,0.1517,0.1023
D3,0.4640999999999999,0.3333,0.2142499999999999,0.15,0.1517,0.0,0.18335
B3,0.57435,0.38335,0.2618999999999999,0.1666499999999999,0.1023,0.18335,0.0
