Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,0.33075,0.3837,0.1795,0.33025,0.25125,0.2731
G3,0.33075,0.0,0.1142499999999999,0.0666499999999999,0.0856,0.1,0.0666499999999999
A4,0.3837,0.1142499999999999,0.0,0.10715,0.0517,0.1,0.08335
B10,0.1795,0.0666499999999999,0.10715,0.0,0.0339,0.08335,0.0166499999999999
C6,0.33025,0.0856,0.0517,0.0339,0.0,0.05115,0.0506
D3,0.25125,0.1,0.1,0.08335,0.05115,0.0,0.05
B3,0.2731,0.0666499999999999,0.08335,0.0166499999999999,0.0506,0.05,0.0
