 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.180,0.212,0.147,0.058
model.000.01.pdb,0.180,1.000,0.062,0.091,0.549
model.000.02.pdb,0.212,0.062,1.000,0.022,0.024
model.000.03.pdb,0.147,0.091,0.022,1.000,0.037
model.000.04.pdb,0.058,0.549,0.024,0.037,1.000
