 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.049,0.046,0.456,0.010,0.122
model.000.01.pdb,0.176,0.686,0.044,0.136,0.554
model.000.02.pdb,0.013,0.025,0.324,0.023,0.064
model.000.03.pdb,0.000,0.161,0.028,0.000,0.375
model.000.04.pdb,0.115,0.033,0.603,0.088,0.022
