 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.072,0.305,0.215,0.034,0.068
model.000.01.pdb,0.304,0.068,0.026,0.296,0.397
model.000.02.pdb,0.023,0.188,0.696,0.023,0.022
model.000.03.pdb,0.235,0.000,0.028,0.284,0.085
model.000.04.pdb,0.033,0.078,0.667,0.032,0.010
